"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030031","GO:0030031","cell projection assembly","177/5279","459/16438",0.0017990450575046,0.0246541050070853,0.0205470062870538,"ABL1/ABLIM1/ABLIM3/ACTN2/ACTR2/ADAMTS16/AGRN/AIF1L/AKIRIN1/ARF4/ARFIP2/ARHGAP35/ARHGEF4/ARHGEF6/ARHGEF7/ARL13B/ARL3/ASAP1/ATAT1/ATMIN/ATP6V0D1/ATP8B1/AUTS2/B9D1/BBS10/BBS2/BBS4/BBS5/BCAS3/BRK1/CAPG/CAPZB/CAV1/CCDC88A/CCDC96/CDC14A/CDC42/CDC42EP2/CDC42EP3/CDKL1/CDKL5/CELSR2/CEP135/CEP164/CEP41/CEP70/CLCN4/CLN3/CORO1C/CROCC/CSNK1D/CSPG4/CTTN/CYLD/DBNL/DCDC2/DCTN1/DCX/DEF8/DNAH1/DNAH17/DNM2/DNM3/DOCK11/E2F4/EHD1/EMP3/EPHA2/EPS8/EXOC5/FMR1/FOXJ1/FSCN1/FXR2/FXYD5/GALNT11/GAS8/GBF1/GOLPH3/GORAB/GPM6A/HRAS/HTT/HYLS1/IFT122/IFT46/IFT52/IFT88/INPP5K/ITGB1/ITGB4/KCNQ1/KCTD17/KIF3A/KIF3B/KIT/KLF5/LAMA5/LIMK2/LPAR3/MAP4/MAPRE1/MIEN1/MTOR/MYLK/MYO1A/NCK1/NME5/NPHP3/NTN1/NUP85/OCLN/OCRL/ONECUT2/PALM/PARVA/PCNT/PDGFA/PFN1/PFN2/PIBF1/PIK3R1/PIP5K1A/PLCE1/PLD1/POC1B/PPP1R16B/PPP1R9B/PTPDC1/QRICH2/RAB23/RAB5A/RAB8A/RABEP2/RABL2B/RAC1/RAP2A/RAPGEF2/RCC2/RDX/RHOQ/RHOU/RPGRIP1L/S1PR1/S1PR2/SCIN/SDCBP/SDCCAG8/SH3YL1/SLC9A3R1/SLIT2/SNAP29/SNX10/SPAG16/SSX2IP/STK36/TAPT1/TCTN1/TMEM17/TMEM237/TRAF3IP1/TTBK2/TTC12/TTC8/TTLL1/TWF1/TWF2/TXNDC15/UNC119B/VCL/VDAC3/WASF2/WASF3/WDR90/WRAP73/YAP1/ZMYND8",177
"GO:0106027","GO:0106027","neuron projection organization","43/5279","91/16438",0.00180163083855616,0.0246541050070853,0.0205470062870538,"ACTR2/APP/ARC/ARHGAP33/BAIAP2/BHLHB9/CAMK2B/CAPRIN1/CAPRIN2/CDC42/CDK5/CDK5R1/CFL1/CTNND2/CTTN/DBN1/DBNL/DCTN1/DNM3/DVL1/EEF2K/EFNA1/EPHA4/EPHB2/EPHB3/HOMER1/IGF1R/INSR/ITGA3/KIF1A/LGMN/LRP8/MAP1A/MTMR2/NGEF/OPA1/PDLIM5/PICK1/PPFIA2/SHANK1/TANC2/VPS35/ZMYND8",43
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","31/5279","61/16438",0.00182085363132835,0.0248622723801861,0.0207204952992339,"ARL8B/ATP2A2/BAIAP3/CACNA1G/CACNA1H/CDK5/CDK5R2/DOC2A/GNAI2/HYAL3/MYH9/PPP3CB/RAB3GAP1/RAPGEF4/RIMS1/RIMS2/RIMS3/SCAMP5/SCIN/STXBP1/SYN2/SYT11/SYT17/SYT2/SYT4/SYT6/UNC13A/UNC13B/VAMP2/VAMP3/ZP3",31
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly","172/5279","445/16438",0.0018427724587188,0.0250756495251718,0.0208983261934511,"ABL1/ABLIM1/ABLIM3/ACTN2/ACTR2/ADAMTS16/AGRN/AIF1L/AKIRIN1/ARF4/ARFIP2/ARHGAP35/ARHGEF4/ARHGEF6/ARHGEF7/ARL13B/ARL3/ASAP1/ATAT1/ATMIN/ATP6V0D1/ATP8B1/AUTS2/B9D1/BBS10/BBS2/BBS4/BBS5/BCAS3/BRK1/CAPZB/CAV1/CCDC88A/CCDC96/CDC14A/CDC42/CDC42EP2/CDC42EP3/CDKL1/CDKL5/CELSR2/CEP135/CEP164/CEP41/CEP70/CLCN4/CLN3/CORO1C/CROCC/CSNK1D/CSPG4/CTTN/CYLD/DBNL/DCDC2/DCTN1/DCX/DEF8/DNAH1/DNAH17/DNM2/DNM3/DOCK11/E2F4/EHD1/EMP3/EPHA2/EPS8/EXOC5/FMR1/FOXJ1/FSCN1/FXR2/FXYD5/GALNT11/GAS8/GBF1/GOLPH3/GORAB/GPM6A/HRAS/HTT/HYLS1/IFT122/IFT46/IFT52/IFT88/INPP5K/ITGB1/ITGB4/KCNQ1/KCTD17/KIF3A/KIF3B/KIT/KLF5/LAMA5/LIMK2/LPAR3/MAP4/MAPRE1/MIEN1/MTOR/MYLK/MYO1A/NCK1/NME5/NPHP3/NTN1/NUP85/OCLN/OCRL/ONECUT2/PALM/PARVA/PCNT/PFN1/PFN2/PIBF1/PIK3R1/PIP5K1A/PLCE1/PLD1/POC1B/PPP1R16B/PPP1R9B/PTPDC1/RAB23/RAB5A/RAB8A/RABEP2/RABL2B/RAC1/RAP2A/RAPGEF2/RCC2/RDX/RHOQ/RPGRIP1L/S1PR1/S1PR2/SDCBP/SDCCAG8/SH3YL1/SLC9A3R1/SLIT2/SNAP29/SNX10/SPAG16/SSX2IP/STK36/TAPT1/TCTN1/TMEM17/TMEM237/TRAF3IP1/TTBK2/TTC12/TTC8/TTLL1/TWF1/TWF2/TXNDC15/UNC119B/VCL/VDAC3/WASF2/WASF3/WDR90/WRAP73/YAP1/ZMYND8",172
"GO:0030901","GO:0030901","midbrain development","41/5279","86/16438",0.00184457108944641,0.0250756495251718,0.0208983261934511,"ACTB/BASP1/CALM1/CALM2/CALM3/CDC42/CKB/CNP/COX6B1/CSNK1D/CTNNB1/FGF2/FGFR2/GDF7/GLUD1/GNB4/HES1/HSPA5/INA/KAT2A/KDM2B/LRP6/MAPKAP1/MBP/MSX1/NDST1/NDUFS3/NR4A2/PADI2/POTEE/RHOA/SEC16A/SFRP1/SIRT2/SMAD1/SYNGR3/SYPL2/UCHL5/YWHAE/YWHAQ/ZNF430",41
"GO:0099504","GO:0099504","synaptic vesicle cycle","76/5279","178/16438",0.0018626730176462,0.0252663239308288,0.0210572363713176,"ACTB/ACTG1/AP2M1/AP3B1/AP3D1/ATP2A2/BACE1/BRSK1/BRSK2/BTBD9/CALM1/CALM3/CASK/CDK5/CDK5R1/CLCN3/CPLX1/CPLX2/CSPG5/CTNNB1/DNAJC5/DNM1/DNM2/DNM3/DOC2A/DVL1/FBXL20/FCHO2/FMR1/GAK/GIT1/GRIK5/ITSN1/NAPA/NCS1/P2RY1/PACSIN1/PCDH17/PCLO/PIP5K1C/PLD1/PPFIA2/PPP3CB/PREPL/PRKAR1B/PRRT2/RAB3B/RAB3GAP1/RAB5A/RAPGEF4/RIMS1/RIMS2/RIMS3/RIMS4/ROCK1/SCRIB/SH3GL1/SLC4A8/SNAP23/SNAP25/SNAP29/SNAPIN/SNCG/STON1/STXBP1/SYN1/SYN2/SYN3/SYP/SYT11/SYT2/SYT6/UNC13A/UNC13B/VAMP2/VPS18",76
"GO:0000209","GO:0000209","protein polyubiquitination","94/5279","227/16438",0.00189074443459798,0.0255487392283946,0.021292604432457,"ANAPC10/ANAPC5/ANAPC7/ANKIB1/ANKRD39/ARIH1/ARIH2/BLMH/BRCA1/BTRC/CBFB/CDC16/CHFR/CTNNB1/CUL1/DDA1/DDB2/DTL/FBXO28/FBXW11/FZR1/HACE1/HECTD1/HUWE1/KLHL3/MDM2/MGRN1/MKRN1/NHLRC3/NOD2/OTUB1/PELI1/PELI2/PPIA/PPIL2/PRPF19/RBCK1/RC3H1/RC3H2/RMND5A/RNF115/RNF125/RNF14/RNF144A/RNF152/RNF165/RNF167/RNF168/RNF187/RNF20/RNF216/RNF26/RNF31/RNF4/RNF40/RNF41/RUSC1/SKP1/SKP2/THOP1/TNFAIP3/TRAF2/TRAF3/TRAF5/TRAF6/TRIM14/TRIM3/TRIM44/TRIM5/TRIM6/TTC3/UBE2A/UBE2C/UBE2D1/UBE2D4/UBE2E3/UBE2G1/UBE2G2/UBE2H/UBE2J2/UBE2L3/UBE2L6/UBE2N/UBE2NL/UBE2O/UBE2Q1/UBE2Q2/UBE2T/UBE3C/UBE4A/UBE4B/WWP2/ZFP91/ZNF738",94
"GO:0090407","GO:0090407","organophosphate biosynthetic process","187/5279","488/16438",0.00190046124937577,0.0255487392283946,0.021292604432457,"ABCA2/ACHE/ACLY/ACOT7/ACSL4/ACSL6/ACSS1/ACSS2/ADA/ADCY10/ADCY5/ADCY6/ADCY7/ADCY9/ADCYAP1R1/ADSL/AFMID/AGPAT1/AGPAT2/AGPAT3/AGPAT4/AK1/AK3/AK4/AK7/AKR1A1/ALDOA/AMPD2/ATIC/ATP6V0C/ATP6V1A/CAD/CAPN2/CDS2/CEPT1/CKB/CKMT1A/CKMT1B/CLN3/CMPK1/COASY/CPS1/CTPS2/DCAKD/DCTD/DGKE/DGKH/DGKZ/DHDDS/DLAT/DLD/DNAJC30/DOLK/DOLPP1/DPM1/DTYMK/EFR3A/EFR3B/ELOVL1/ELOVL7/ENO1/FADS1/FAM126B/FGF2/GCDH/GCH1/GGPS1/GPAA1/GPAM/GPHN/GUK1/HEXB/HMGCS1/HPRT1/IDH2/IDI1/IMPA1/IMPA2/INPP4B/INPP5E/INPP5J/INPP5K/IP6K1/LPCAT1/LPCAT3/LPCAT4/LPGAT1/LPIN1/MAPK1/MBOAT2/MOCOS/MOCS2/MOCS3/MTHFD1/MTMR1/MTMR2/MTMR4/MTMR6/MVK/NAMPT/NME1/NME2/NME5/NMNAT3/NR1H4/OCRL/P2RY1/PAICS/PAPSS1/PAPSS2/PARP1/PCYT1B/PCYT2/PDGFA/PDHA1/PDK1/PDK2/PDK4/PDXK/PFAS/PGAP2/PGAP3/PGS1/PI4K2A/PI4KA/PI4KAP2/PI4KB/PIGA/PIGK/PIGL/PIGT/PIGU/PIGV/PIGW/PIK3C2B/PIK3CB/PIK3CD/PIK3R1/PIP4K2B/PIP4K2C/PIP5K1A/PIP5K1C/PIPSL/PISD/PITPNM1/PLA2G4A/PLD1/PNP/PNPLA3/PNPO/PPARA/PPARD/PPARGC1A/PPIP5K2/PPT2/PRPS1/PRPS2/PTDSS1/PTDSS2/PTGIS/PYGL/QPRT/RRM1/RRM2/SACM1L/SAMD8/SGMS2/SH3YL1/SLC25A1/SLC25A13/SLC26A2/SLC27A1/SLC35B2/SOCS4/SPHK2/STAT3/TECR/TGFB1/TKT/TMSB4X/TPI1/TPK1/TYMS/UMPS/UPP1/VAC14/VCP",187
"GO:0000469","GO:0000469","cleavage involved in rRNA processing","16/5279","26/16438",0.00190681312965727,0.0255487392283946,0.021292604432457,"ABT1/BMS1/ERI2/ERI3/EXOSC10/EXOSC3/EXOSC9/KRI1/NHP2/NOL9/NOP14/RPP40/RRP36/RRS1/TSR1/UTP20",16
"GO:0031440","GO:0031440","regulation of mRNA 3'-end processing","16/5279","26/16438",0.00190681312965727,0.0255487392283946,0.021292604432457,"AHCYL1/CCNB1/CDK9/CPEB1/CPEB3/CPSF7/CTR9/HSF1/NCBP1/PAF1/PAPOLA/RNF20/RNF40/SUPT5H/ZC3H14/ZFP36L1",16
"GO:0051569","GO:0051569","regulation of histone H3-K4 methylation","16/5279","26/16438",0.00190681312965727,0.0255487392283946,0.021292604432457,"AUTS2/BCOR/BRCA1/CTCFL/CTNNB1/CTR9/EHMT2/GFI1/MYB/PAXIP1/PIH1D1/PYGO2/RTF1/WDR5/WDR61/ZNF335",16
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","67/5279","154/16438",0.00190822169103835,0.0255487392283946,0.021292604432457,"AKAP8/ANAPC5/ANAPC7/ATRX/AURKB/BOD1/CCNB1/CDC16/CDC20/CDC6/CDCA5/CDCA8/CENPK/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHTF8/DYNC1LI1/ESPL1/GEN1/HNRNPU/IK/INCENP/INO80/KATNB1/KIF18B/KIF22/KIF2C/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/MAU2/MIS12/NAA50/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PDS5A/PIBF1/PLK1/PSRC1/PTTG1/PTTG3P/RAN/RRS1/SEH1L/SMC1A/SMC3/SPAG5/TACC3/TRIP13/UBE2C/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",67
"GO:1903706","GO:1903706","regulation of hemopoiesis","135/5279","341/16438",0.00195558799422735,0.0261264870177055,0.0217741058885387,"ABL1/ACIN1/ACVR1B/ADA/ANKRD54/ANXA1/AP3B1/AP3D1/ARNT/ATP6AP1/B2M/BAD/BCL6/BMP4/BRD1/CA2/CAMK4/CBFB/CD46/CDK6/CEBPB/CLPTM1/CSF1/CTNNB1/CTNNBIP1/CTR9/CUL4A/DLL1/DUSP10/EGR3/EIF6/ERBB2/FADD/FBN1/FBXO7/FBXW7/FOS/FOXJ1/GAS6/GATA2/GLI2/GPR137/HIF1A/HLA-B/HLA-DOA/HMGB1/HMGB2/HOXA5/HOXA7/HOXA9/HSF1/HSPA1A/HSPA1B/IL4R/INHBA/IRF1/JAG1/JAK3/JUN/KAT2A/KITLG/KLF10/LIF/MDK/MED1/MEF2C/MEIS2/METTL3/MIR17HG/MTOR/MYB/MYC/MYSM1/NDFIP1/NFKBIZ/NME1/NME2/NRARP/P4HTM/PAF1/PCK1/PIAS3/PIK3R1/PITHD1/PNP/POU4F1/POU4F2/PPARGC1B/PPP2R3C/PRDX2/PRELID1/PRKCA/PRMT1/PTPN2/PTPN6/PURB/RARG/RASGRP1/RASSF2/RBFOX2/RBM15/RC3H1/RC3H2/RHOA/RIPK1/RIPK2/RUNX1/SCIN/SFRP1/SLC9B2/SMAP1/SOD1/SOS2/SOX4/STAT3/SYK/TCF7/TCTA/TFE3/TGFB1/TGFBR2/TMEM64/TNFSF9/TOX/TRAF6/UBASH3B/WDR61/XBP1/XRCC6/ZC3H12A/ZC3H8/ZFP36/ZFP36L1/ZFPM1/ZMIZ1",135
"GO:0034198","GO:0034198","cellular response to amino acid starvation","23/5279","42/16438",0.00197097701828653,0.0262754549168993,0.021898257398416,"ATF3/CDKN1A/DEPDC5/EIF2AK2/EIF2AK3/EIF2AK4/FAS/IMPACT/ITFG2/KPTN/MAPK1/MAPK3/MTOR/NPRL3/RNF152/RRAGA/RRAGC/RRAGD/SEH1L/SESN2/SESN3/SLC38A2/UCP2",23
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","51/5279","112/16438",0.00198513437208248,0.0264073990827024,0.022008221138877,"ATF7IP/BDP1/BRF1/CAND1/CCNH/CDK4/CDK9/CRCP/CTNNBIP1/E2F2/ERCC3/FOSL1/GTF2A1/GTF2F1/GTF3C1/GTF3C5/HMGB1/JUN/MAZ/MED1/MED12/MED16/MED17/MED24/MED30/NCOA6/PAXIP1/PIH1D1/POLR1E/POLR2D/POLR2G/POLR2I/POLR3H/PPARGC1A/PPM1D/SMARCA4/SMARCA5/SMARCB1/TAF13/TAF4/TAF4B/TAF6L/TAF7/TAF8/TAF9B/TFAM/TFB1M/THRA/TWIST1/UBTF/ZNF451",51
"GO:0007044","GO:0007044","cell-substrate junction assembly","44/5279","94/16438",0.00202555799055016,0.0268874389366605,0.022408291711079,"ABL1/ACTG1/ACTN2/ARHGEF7/BCAS3/BCR/COL17A1/CORO1C/CORO2B/CTTN/DLC1/DST/DUSP3/EPB41L5/EPHA3/FN1/GPM6B/IQGAP1/ITGA6/ITGB1BP1/ITGB4/LAMC1/LIMCH1/LIMS1/LRP1/MACF1/MAP4K4/PDPK1/PEAK1/PIP5K1A/PLEC/POLDIP2/PPM1F/PTPN11/PTPRJ/PTPRK/RAC1/RCC2/RHOA/ROCK1/SDC4/SFRP1/VCL/VEGFA",44
"GO:0045055","GO:0045055","regulated exocytosis","92/5279","222/16438",0.00204099995305344,0.0270345271559365,0.022530876674733,"AP1G1/ARL8B/ATP2A2/BACE1/BAIAP3/C12orf4/CACNA1G/CACNA1H/CALM1/CALM3/CASK/CDK5/CDK5R2/CPLX1/CPLX2/CSPG5/DNAJC5/DOC2A/DVL1/FBXL20/FMR1/GAB2/GATA2/GIT1/GNAI2/GRIK5/HLA-F/HMOX1/HYAL3/IL4R/KIT/LAMP1/MICAL1/MYH9/NAPA/NCS1/P2RY1/PCLO/PDPK1/PI4K2A/PIK3CD/PIP5K1C/PPFIA2/PPP3CB/PREPL/PRRT2/RAB10/RAB11B/RAB26/RAB31/RAB3D/RAB3GAP1/RAB5A/RAPGEF4/RASGRP1/RIMS1/RIMS2/RIMS3/RIMS4/S100A13/SCAMP5/SCIN/SCRIB/SLC4A8/SNAP23/SNAP25/SNAP29/SNAPIN/SPHK2/STEAP2/STXBP1/SYK/SYN1/SYN2/SYNGR1/SYNGR2/SYNGR3/SYP/SYT11/SYT17/SYT2/SYT4/SYT6/TPH1/UNC13A/UNC13B/VAMP2/VAMP3/VAMP8/VPS18/VPS41/ZP3",92
"GO:0001666","GO:0001666","response to hypoxia","118/5279","294/16438",0.00209518825282124,0.0276931172265221,0.0230797529903414,"ABAT/ADA/ADAM17/ADSL/AGTRAP/AHCY/AK4/AKT1/ALKBH5/ANGPT2/APOLD1/AQP1/ARNT/ARNT2/B3GAT1/BACH1/BAD/BMP2/BNIP3L/BRIP1/CAPN2/CASP3/CAT/CAV1/CCNA2/CCNB1/CD24/CITED2/CPEB1/CPEB2/CRYAB/CXCL12/CYBA/CYBB/DDAH1/DDIT4/DPP4/E2F1/EDNRA/EGLN1/EGR1/ENO1/EPAS1/ERCC2/ERCC3/FIS1/GNB1/GNGT1/HIF1A/HIF1AN/HIF3A/HILPDA/HMOX1/HMOX2/HP1BP3/HSF1/HSP90B1/IRAK1/ITPR1/LIMD1/LOXL2/MALAT1/MDM2/MDM4/MECP2/MMP2/MTHFR/MTOR/MYB/MYC/NDNF/NDRG1/NR4A2/OPA1/P2RX2/PAM/PCK1/PDK1/PGF/PLAU/PLK3/PLOD1/PLOD2/PMAIP1/PPARA/PPARD/PPARGC1A/PTGIS/RAF1/RAMP2/RBPJ/RHOA/RORA/RYR2/SCFD1/SCN2A/SFRP1/SIRT2/SLC11A2/SLC29A1/SLC2A1/SLC2A8/SLC8A1/STC1/SUV39H1/TBL2/TGFBR2/TGFBR3/TMBIM6/TWIST1/TXN2/UCP2/USP19/VEGFA/VEGFC/VHL/WTIP/ZFP36L1",118
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","47/5279","102/16438",0.00217261219170085,0.0286553680347948,0.0238817035540151,"ANP32B/BAG3/BMP4/CDH1/CDK5/CHP2/DHX9/DMAP1/DNAJC27/EMD/FERMT1/GAS6/HSP90AB1/HYAL2/IPO5/KHDRBS1/MAPK1/MAVS/MDFIC/MDM2/NOLC1/NSUN2/NUP214/NUP54/NUTF2/PARK7/PIK3R1/PKIG/PRKACA/PTPN11/RAB23/RAN/RANGAP1/RAPGEF3/RBM22/RBM4/SETD2/SFN/SIRT7/SUFU/SUPT6H/TGFB1/TRIM28/XPO1/XPO4/YWHAE/ZC3H12A",47
"GO:0006360","GO:0006360","transcription by RNA polymerase I","25/5279","47/16438",0.00219364747238756,0.0287493037660264,0.0239599906408772,"DHX33/EIF2AK3/ERBB2/ERCC2/ERCC3/GTF2H1/HEATR1/MTOR/NCL/NOL11/PIH1D1/POLR1A/POLR1C/POLR1E/POLR2L/POU4F1/PWP1/SIRT7/SMARCA4/SMARCB1/TCOF1/UBTF/UTP15/WDR43/ZMPSTE24",25
"GO:0016574","GO:0016574","histone ubiquitination","25/5279","47/16438",0.00219364747238756,0.0287493037660264,0.0239599906408772,"ATXN7L3/BCOR/CDK9/CTR9/CUL4B/DDB1/DDB2/HUWE1/KDM2B/OTUB1/PAF1/PARK7/PCGF2/PHC1/RNF168/RNF20/RNF40/RYBP/SKP1/UBE2A/UBE2N/UHRF1/USP22/WAC/WDR70",25
"GO:0048255","GO:0048255","mRNA stabilization","25/5279","47/16438",0.00219364747238756,0.0287493037660264,0.0239599906408772,"ANGEL2/CIRBP/DHX9/E2F1/ELAVL1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPU/IGF2BP1/LARP1/LARP4B/MAPKAPK2/MTOR/PABPC1/PAIP1/RBM10/RBM24/SYNCRIP/TIRAP/TRAF2/TRAF5/YBX1/ZFP36",25
"GO:0006270","GO:0006270","DNA replication initiation","19/5279","33/16438",0.0022164450356128,0.0289867991049868,0.0241579219071455,"CCNE1/CDC6/CIZ1/LRWD1/MCM2/MCM3/MCM4/MCM6/MCM7/NBN/ORC1/ORC3/POLA1/POLA2/PURA/RPA4/TOPBP1/WDR18/WRNIP1",19
"GO:0007098","GO:0007098","centrosome cycle","55/5279","123/16438",0.00224512386710911,0.0292384933869945,0.0243676867310295,"ARHGEF10/BBS4/BRCA1/BRSK1/CCNF/CEP135/CEP152/CEP44/CEP63/CEP85/CETN2/CETN3/CHMP1A/CHMP1B/CHMP4B/CROCC/CTNNB1/DCTN1/FBXW5/GADD45A/GEN1/HAUS2/HAUS3/HAUS4/HAUS7/KAT2A/KIAA0753/KIF3A/KIF3B/MAP9/NAT10/NIN/NUBP1/ODF2/PARD6A/PLK1/PLK2/POC1B/RAB6C/RANBP1/RBM14/SAC3D1/SDCCAG8/SLC16A1/SPICE1/SSX2IP/STIL/TUBE1/UBXN2B/USP33/UXT/WDR62/XPO1/XRCC2/XRCC3",55
"GO:0065004","GO:0065004","protein-DNA complex assembly","55/5279","123/16438",0.00224512386710911,0.0292384933869945,0.0243676867310295,"ANP32B/ASF1B/ATF7IP/ATRX/BDP1/BRD2/BRF1/CABIN1/CAND1/CENPI/CENPK/CENPN/CENPT/CENPV/CENPW/CHAF1A/CHAF1B/DAXX/DNAJC9/GRWD1/HELLS/HIRA/HJURP/HMGB1/HMGB2/HP1BP3/IPO4/KNTC1/MCM2/MIS12/NAP1L1/NAP1L4/PIH1D1/POLR1E/RAD51C/RBBP4/RNF4/SART3/SET/SMARCA4/SMARCA5/SMARCB1/SMYD3/SOX9/SPTY2D1/TAF6L/TAF7/TCF4/THRA/TRAPPC12/TSPYL2/TSPYL4/UBN1/UBN2/UBTF",55
"GO:1901653","GO:1901653","cellular response to peptide","136/5279","345/16438",0.00227560480245359,0.0295733211119703,0.024646735894168,"ACTN2/ADCY6/ADIPOR1/ADRB2/AGTR1/AGTRAP/AHCYL1/AKR1B1/AKT1/AKT2/APEX1/APP/ARHGEF2/ASS1/BACE1/BAIAP2/BCAR1/BCL2L11/BCL2L2/BRIP1/CA2/CACNB1/CAPN10/CAV1/CAV2/CCNA2/CCND3/CDC6/CDK4/CDK5/CPEB1/CPEB2/CPS1/CRHR1/CRK/CSK/CYBA/EEF2K/EIF4EBP2/EPHA4/FBN1/FGF21/FIS1/GCLC/GDF15/GHR/GJB2/GNAI2/GOT1/GPR173/GRB2/GSK3A/HSF1/IGF1R/INHBB/INPP5K/INSIG1/INSR/IRS1/IRS4/ITGA4/JAK3/KLF10/KLF11/KLF4/KLF5/LEPROT/LGMN/LPIN1/LPIN3/LRP1/MAP1B/MAX/MBD5/MDM2/MEN1/MYO1C/MYO5A/NAMPT/NCK1/NCOA5/NOD2/NR4A2/OGT/OPA1/PARP1/PCK1/PCK2/PDE3B/PDK2/PDK4/PDPK1/PIK3R1/PIP4K2B/PIP4K2C/PNPLA3/POU4F2/PPARG/PPP1R9B/PTPN1/PTPN11/PTPN2/PTPRE/PXN/RAB10/RAB13/RAB31/RAB8A/RAB8B/RANGAP1/RELA/RHOQ/RIPK2/ROCK1/RPS6KB1/SESN3/SLC27A1/SLC27A4/SLC2A8/SLC39A14/SMARCC1/SORL1/SP1/SREBF1/STAT3/TBC1D4/TIMELESS/TRIB3/TSC2/UCP2/VAMP2/VIM/XBP1/YWHAG/ZDHHC7/ZFP36L1",136
"GO:0006282","GO:0006282","regulation of DNA repair","50/5279","110/16438",0.00228763952438037,0.0296675259657613,0.0247252472707748,"ACTR2/ARID2/BABAM1/BRCA1/BRCC3/CDK9/CEBPG/CUL4A/DHX9/EGFR/EYA1/EYA3/EYA4/FAM168A/FANCB/FOXM1/FUS/HELB/HMGB1/HSF1/KLHL15/MAGEF1/NUDT16L1/OGG1/OTUB1/PARP1/PARP3/POLH/POT1/PPP4R2/RAD51AP1/RECQL5/RMI2/RNF168/RNF169/RPA2/SETD2/SIRT6/SIRT7/SPIRE2/TERF2IP/TFIP11/TIMELESS/TP53BP1/TRIM28/TWIST1/UBE2N/UBQLN4/WDR48/WRNIP1",50
"GO:0006622","GO:0006622","protein targeting to lysosome","14/5279","22/16438",0.00233832646010355,0.0300732069007924,0.025063346289994,"AP3B1/AP3M1/CLU/GCC2/HGS/HSPA8/LAMP2/NAGPA/RAB7A/SCARB2/SNX16/SORL1/SORT1/VPS4A",14
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","14/5279","22/16438",0.00233832646010355,0.0300732069007924,0.025063346289994,"DHX33/EIF2AK3/ERBB2/HEATR1/MTOR/NCL/NOL11/PIH1D1/PWP1/SMARCA4/SMARCB1/UBTF/UTP15/WDR43",14
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","14/5279","22/16438",0.00233832646010355,0.0300732069007924,0.025063346289994,"CELF3/CELF4/CIRBP/DAZAP1/HSPA8/NCBP1/NCL/NUP98/PRDX6/PRPF19/RBM3/RBMX/SF3B4/SNRNP70",14
"GO:0140467","GO:0140467","integrated stress response signaling","14/5279","22/16438",0.00233832646010355,0.0300732069007924,0.025063346289994,"DDIT3/EIF2AK1/EIF2AK3/EIF2AK4/HSPA5/IMPACT/NCK1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/TMED2/TMEM33",14
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","43/5279","92/16438",0.00234478801694073,0.0300938735341937,0.0250805700929391,"ABL1/ACTB/ACTG1/ANKRD6/ARHGEF19/BRSK1/BRSK2/CDC42/CELSR1/CELSR2/DAB2/DLG3/DVL1/DVL2/DVL3/EXOC5/GPC3/GPC4/GPC6/LAMA1/LAMA3/LAMA5/MAGI2/MED12/MSN/MYO9A/NPHP3/PRICKLE1/RAB10/RAC1/RHOA/ROR1/RPGRIP1L/SAPCD2/SCRIB/SFRP1/SLC9A3R1/TRAF3IP1/TTC8/VANGL1/WDR1/WNT11/ZDHHC7",43
"GO:0043388","GO:0043388","positive regulation of DNA binding","27/5279","52/16438",0.00235730475113787,0.0301297570150591,0.0251104757864019,"ACD/CALM1/CALM2/CALM3/CEBPG/CTNNB1/EDF1/ERCC2/HAND2/HES1/HMGB1/HMGB2/KLF4/NME1/PARK7/PARP1/PDX1/POU4F1/POU4F2/PPARG/SIRT2/SKI/TGFB1/TRAF6/TRIM28/TRIM6/TWIST1",27
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","27/5279","52/16438",0.00235730475113787,0.0301297570150591,0.0251104757864019,"BOD1/CALM1/CALM2/CALM3/CRY2/CSNK2B/FKBP1A/FKBP1B/GNAI2/HSP90AB1/HSP90B1/HTT/ITGA1/MAGI2/MASTL/MTOR/PPP1R11/PPP1R15A/PPP1R15B/PPP1R9B/PPP4R4/PPP6R1/PPP6R2/PPP6R3/ROCK1/STYXL1/TIPRL",27
